district,soiltype,season,avgrainfall_mm,avgtemp_c,avghumidity_%,soil_ph,nitrogen_kg_ha,phosphorus_kg_ha,potassium_kg_ha,Crop
Gondia,Laterite,Kharif,1451,28,42,7,311,26,189,Sugarcane
Beed,Alluvial,Zaid,864,27,55,7,262,29,207,Rice
Ratnagiri,Red,Zaid,1382,32,75,7,283,22,305,Wheat
Beed,Laterite,Kharif,935,29,71,6,299,19,209,Soybean
Dhule,Laterite,Zaid,980,25,55,7,266,21,237,Sugarcane
Nashik,Red,Zaid,766,28,52,7,266,18,277,Rice
Hingoli,Black,Rabi,1290,24,62,7,285,9,244,Rice
Pune,Sandy,Kharif,1125,36,64,6,260,19,187,Soybean
Ahmednagar,Red,Kharif,1015,27,58,7,230,38,222,Maize
Kolhapur,Alluvial,Rabi,704,30,62,7,333,19,206,Tur
Jalgaon,Sandy,Zaid,214,26,56,8,244,21,247,Sugarcane
Sindhudurg,Red,Zaid,1001,30,59,6,271,21,215,Rice
Satara,Sandy,Zaid,1105,23,64,7,278,17,216,Cotton
Mumbai Suburban,Black,Zaid,786,26,67,7,164,27,261,Soybean
Raigad,Red,Rabi,1152,33,45,7,335,28,235,Cotton
Chandrapur,Black,Zaid,507,24,85,7,316,22,262,Cotton
Thane,Sandy,Zaid,1055,25,50,6,302,45,268,Wheat
Thane,Alluvial,Zaid,434,30,90,7,224,23,338,Maize
Bhandara,Laterite,Zaid,675,35,51,6,271,30,158,Sugarcane
Sindhudurg,Laterite,Zaid,439,40,72,7,259,38,346,Rice
Buldhana,Sandy,Zaid,1347,28,50,6,308,12,233,Cotton
Buldhana,Red,Rabi,658,25,84,7,251,24,208,Sugarcane
Jalgaon,Red,Kharif,792,26,83,7,259,33,303,Rice
Dhule,Black,Kharif,1385,29,61,7,281,13,271,Cotton
Jalna,Black,Zaid,1266,25,59,6,320,20,202,Maize
Sangli,Black,Zaid,570,23,77,6,311,23,226,Sugarcane
Ahmednagar,Laterite,Kharif,1150,31,60,6,289,38,202,Soybean
Gadchiroli,Laterite,Kharif,427,24,82,6,252,37,199,Maize
Parbhani,Red,Zaid,811,31,75,7,298,26,255,Rice
Sangli,Black,Rabi,867,27,69,8,303,23,199,Soybean
Parbhani,Red,Rabi,709,25,75,6,321,34,187,Maize
Wardha,Red,Zaid,1408,29,58,8,327,32,167,Cotton
Solapur,Laterite,Rabi,747,37,71,8,366,29,290,Rice
Ahmednagar,Sandy,Rabi,792,31,46,9,319,28,261,Soybean
Ahmednagar,Sandy,Kharif,1308,29,69,8,221,32,213,Cotton
Ahmednagar,Laterite,Kharif,690,24,64,8,277,22,208,Cotton
Dhule,Black,Zaid,664,24,86,7,259,26,136,Wheat
Washim,Red,Zaid,608,13,69,7,289,27,275,Maize
Bhandara,Black,Rabi,1128,25,81,7,206,23,213,Soybean
Solapur,Red,Rabi,1141,15,65,7,273,37,194,Cotton
Ahmednagar,Black,Zaid,1105,22,58,7,304,39,253,Cotton
Ratnagiri,Red,Rabi,1389,25,77,7,345,19,313,Cotton
Latur,Sandy,Kharif,1399,23,44,6,307,15,268,Rice
Jalgaon,Alluvial,Kharif,1363,32,65,8,304,29,189,Soybean
Kolhapur,Alluvial,Rabi,1351,30,62,7,295,20,239,Tur
Nandurbar,Alluvial,Kharif,1059,31,67,7,269,23,194,Sugarcane
Wardha,Sandy,Zaid,1411,21,78,7,268,32,200,Sugarcane
Gondia,Black,Kharif,469,28,63,7,259,25,209,Rice
Pune,Alluvial,Kharif,990,24,85,7,258,13,219,Tur
Wardha,Sandy,Rabi,363,36,56,6,315,34,123,Rice
Hingoli,Red,Kharif,1339,32,48,7,326,30,234,Sugarcane
Dhule,Laterite,Rabi,432,23,63,8,362,28,256,Sugarcane
Akola,Alluvial,Zaid,316,34,74,7,343,15,196,Cotton
Sindhudurg,Alluvial,Kharif,1196,27,74,7,304,29,192,Soybean
Aurangabad,Alluvial,Rabi,716,21,71,7,288,26,219,Rice
Amravati,Alluvial,Zaid,1056,28,60,7,247,31,266,Soybean
Latur,Black,Rabi,617,28,38,7,271,35,264,Wheat
Wardha,Red,Zaid,1091,34,43,7,269,15,173,Maize
Gondia,Sandy,Rabi,1027,24,61,8,216,23,237,Tur
Ratnagiri,Alluvial,Rabi,562,28,58,7,241,44,267,Sugarcane
Sangli,Laterite,Kharif,477,29,71,7,264,25,211,Sugarcane
Mumbai City,Red,Zaid,1041,31,49,7,297,23,195,Maize
Jalgaon,Black,Kharif,974,33,68,7,213,17,195,Soybean
Pune,Black,Rabi,642,26,62,7,231,21,306,Rice
Dhule,Black,Zaid,1687,28,45,8,272,42,287,Tur
Gadchiroli,Black,Kharif,1114,25,43,8,304,31,168,Sugarcane
Sangli,Laterite,Kharif,865,27,64,6,271,24,174,Rice
Chandrapur,Black,Rabi,882,22,62,7,252,33,243,Wheat
Nandurbar,Red,Rabi,945,36,68,7,268,16,290,Sugarcane
Nashik,Black,Kharif,1038,26,75,7,296,36,208,Rice
Yavatmal,Alluvial,Rabi,682,34,80,8,327,21,257,Cotton
Aurangabad,Red,Kharif,1382,30,68,7,248,6,195,Rice
Thane,Alluvial,Kharif,1327,32,93,7,276,18,286,Rice
Raigad,Red,Zaid,1001,27,59,7,270,14,229,Rice
Jalgaon,Black,Rabi,562,26,46,7,254,15,145,Soybean
Washim,Red,Kharif,1066,26,79,7,327,33,192,Wheat
Raigad,Black,Kharif,1141,33,55,7,251,19,252,Maize
Pune,Red,Zaid,406,29,30,6,263,33,193,Soybean
Akola,Laterite,Zaid,807,32,58,7,221,30,242,Tur
Nashik,Alluvial,Zaid,842,31,92,6,261,19,233,Sugarcane
Aurangabad,Alluvial,Zaid,1630,28,64,7,181,34,237,Cotton
Washim,Laterite,Zaid,1001,24,110,6,239,42,258,Rice
Dhule,Sandy,Kharif,899,31,53,7,187,10,214,Wheat
Bhandara,Sandy,Rabi,1410,34,55,7,305,10,240,Maize
Wardha,Black,Rabi,880,26,65,7,287,23,249,Rice
Wardha,Sandy,Rabi,967,31,45,8,214,43,283,Soybean
Nandurbar,Red,Rabi,780,34,87,7,295,12,193,Cotton
Solapur,Black,Zaid,676,29,68,7,296,29,219,Wheat
Chandrapur,Red,Rabi,638,28,71,8,322,20,209,Sugarcane
Amravati,Red,Rabi,786,27,61,8,246,31,276,Soybean
Dhule,Black,Kharif,709,21,84,7,249,28,237,Sugarcane
Washim,Laterite,Kharif,1346,28,59,6,240,12,203,Maize
Amravati,Black,Kharif,868,28,52,5,281,35,254,Sugarcane
Ratnagiri,Sandy,Zaid,915,25,68,6,226,21,225,Rice
Kolhapur,Alluvial,Zaid,1034,24,61,7,290,38,177,Sugarcane
Bhandara,Sandy,Kharif,1013,20,79,7,306,28,247,Cotton
Hingoli,Sandy,Zaid,411,28,99,7,228,20,214,Wheat
Yavatmal,Laterite,Zaid,1292,31,60,8,306,26,224,Wheat
Pune,Laterite,Zaid,473,25,57,7,292,42,201,Tur
Yavatmal,Black,Kharif,584,29,44,7,281,11,245,Sugarcane
Yavatmal,Red,Kharif,998,29,39,7,232,17,305,Tur
Sindhudurg,Laterite,Rabi,1069,28,81,7,247,37,210,Cotton
Mumbai City,Sandy,Rabi,1169,30,89,7,253,16,230,Cotton
Chandrapur,Black,Rabi,1022,31,42,8,254,18,238,Maize
Sindhudurg,Black,Rabi,766,23,61,7,169,17,248,Soybean
Thane,Sandy,Kharif,1301,37,59,7,281,28,231,Rice
Wardha,Black,Zaid,918,20,70,6,296,28,241,Tur
Wardha,Laterite,Zaid,817,24,75,8,274,26,313,Maize
Sindhudurg,Sandy,Kharif,616,28,67,6,360,23,203,Maize
Satara,Laterite,Rabi,931,25,54,7,266,16,213,Soybean
Wardha,Laterite,Rabi,650,25,113,7,278,33,185,Rice
Nashik,Alluvial,Rabi,415,35,69,7,216,7,247,Tur
Sindhudurg,Red,Zaid,1489,29,64,7,234,45,293,Maize
Mumbai Suburban,Sandy,Rabi,652,22,65,6,313,37,177,Maize
Osmanabad,Black,Zaid,456,32,69,7,213,32,302,Wheat
Gondia,Red,Zaid,690,32,76,7,292,24,146,Tur
Thane,Black,Rabi,752,31,42,7,264,31,236,Tur
Aurangabad,Black,Rabi,890,31,66,8,261,35,140,Cotton
Mumbai City,Sandy,Rabi,1463,31,47,6,296,39,160,Wheat
Mumbai City,Alluvial,Kharif,1064,23,58,7,255,21,202,Maize
Ratnagiri,Black,Rabi,1353,37,72,7,369,28,282,Maize
Aurangabad,Black,Zaid,597,27,60,8,294,26,191,Maize
Nagpur,Alluvial,Rabi,1555,29,83,7,248,23,215,Wheat
Wardha,Alluvial,Zaid,1019,31,62,7,264,17,185,Rice
Parbhani,Alluvial,Rabi,1070,28,73,7,247,34,283,Soybean
Raigad,Laterite,Rabi,992,31,76,7,268,15,193,Soybean
Ahmednagar,Sandy,Kharif,1065,32,52,7,288,34,256,Wheat
Kolhapur,Black,Zaid,1026,22,55,7,259,22,196,Sugarcane
Mumbai City,Alluvial,Rabi,1323,21,50,7,210,33,205,Wheat
Washim,Laterite,Rabi,577,31,83,7,284,35,290,Maize
Akola,Alluvial,Zaid,949,24,40,7,230,25,225,Tur
Gadchiroli,Red,Rabi,994,22,54,8,350,22,262,Soybean
Pune,Red,Zaid,752,25,59,6,338,13,220,Rice
Aurangabad,Laterite,Rabi,1187,27,64,6,300,26,207,Soybean
Dhule,Sandy,Kharif,902,28,44,6,299,28,262,Soybean
Gadchiroli,Black,Kharif,500,24,44,7,263,11,202,Sugarcane
Pune,Sandy,Kharif,580,24,52,7,270,23,208,Wheat
Solapur,Sandy,Rabi,1068,26,63,7,298,27,263,Sugarcane
Dhule,Black,Rabi,928,27,70,7,270,23,209,Sugarcane
Ahmednagar,Red,Rabi,791,26,88,7,314,33,276,Tur
Gondia,Laterite,Kharif,777,16,53,7,277,24,250,Rice
Palghar,Red,Rabi,1159,31,78,8,337,26,220,Cotton
Buldhana,Red,Zaid,943,25,60,7,185,31,215,Maize
Gondia,Sandy,Kharif,1236,30,67,6,268,19,261,Sugarcane
Parbhani,Alluvial,Rabi,670,30,62,8,280,21,220,Maize
Nandurbar,Laterite,Kharif,547,30,87,7,266,19,210,Maize
Mumbai Suburban,Black,Rabi,328,30,63,7,203,42,247,Cotton
Mumbai City,Sandy,Kharif,715,22,67,6,316,34,187,Sugarcane
Kolhapur,Sandy,Zaid,816,31,78,7,293,22,275,Maize
Wardha,Black,Zaid,570,28,57,7,203,6,317,Cotton
Nanded,Red,Kharif,1625,24,64,8,254,21,216,Rice
Latur,Black,Rabi,535,33,60,7,262,30,256,Tur
Hingoli,Red,Kharif,1462,31,50,7,212,26,246,Tur
Dhule,Laterite,Rabi,1371,29,63,7,284,-7,219,Sugarcane
Ahmednagar,Laterite,Rabi,907,32,56,8,310,23,188,Soybean
Akola,Black,Kharif,1243,21,58,7,292,17,203,Sugarcane
Satara,Laterite,Rabi,775,27,86,7,337,15,254,Rice
Jalna,Alluvial,Zaid,1223,24,59,7,341,19,223,Soybean
Solapur,Red,Kharif,969,29,61,8,360,34,152,Cotton
Mumbai Suburban,Laterite,Rabi,1368,21,50,7,288,31,153,Cotton
Beed,Laterite,Rabi,1336,29,59,6,325,28,314,Soybean
Jalgaon,Red,Rabi,1454,29,48,7,274,18,264,Rice
Latur,Red,Rabi,660,26,63,7,174,21,241,Soybean
Sangli,Sandy,Zaid,567,28,95,8,240,40,161,Soybean
Ratnagiri,Red,Rabi,686,27,42,8,183,29,223,Wheat
Yavatmal,Red,Rabi,1176,23,82,7,299,29,178,Sugarcane
Jalna,Red,Kharif,863,24,53,7,278,24,270,Soybean
Buldhana,Black,Rabi,1129,37,51,7,254,28,217,Tur
Akola,Black,Kharif,835,35,88,7,402,25,271,Tur
Solapur,Red,Kharif,660,30,62,7,287,16,196,Sugarcane
Aurangabad,Red,Rabi,767,22,54,7,298,29,217,Sugarcane
Akola,Black,Rabi,794,18,65,7,291,26,268,Maize
Nanded,Alluvial,Zaid,1091,27,75,7,255,41,218,Rice
Hingoli,Alluvial,Rabi,1080,26,33,6,298,28,292,Cotton
Ahmednagar,Black,Zaid,885,32,57,7,295,30,252,Wheat
Nandurbar,Red,Kharif,715,29,49,7,235,24,203,Cotton
Akola,Black,Rabi,904,28,61,6,278,18,166,Soybean
Kolhapur,Sandy,Rabi,1501,31,65,7,256,19,239,Sugarcane
Latur,Black,Rabi,661,40,80,7,265,15,236,Rice
Jalna,Red,Zaid,1144,36,63,6,310,31,195,Rice
Chandrapur,Black,Kharif,767,24,57,6,285,24,220,Sugarcane
Bhandara,Red,Kharif,1126,36,87,8,262,24,196,Rice
Nagpur,Alluvial,Rabi,1231,17,84,6,314,24,210,Wheat
Sindhudurg,Laterite,Zaid,752,36,83,7,371,23,183,Wheat
Gadchiroli,Alluvial,Rabi,1051,35,56,7,332,36,237,Tur
Satara,Alluvial,Rabi,981,22,75,6,313,13,235,Sugarcane
Jalgaon,Black,Kharif,1081,21,47,7,291,16,214,Wheat
Jalgaon,Alluvial,Kharif,787,22,54,7,211,26,261,Wheat
Pune,Red,Kharif,1148,27,66,6,263,21,230,Soybean
Nanded,Red,Kharif,607,24,43,7,284,13,284,Soybean
Amravati,Black,Rabi,518,26,81,6,343,19,274,Cotton
Gondia,Alluvial,Zaid,1035,26,47,8,258,30,238,Cotton
Jalgaon,Alluvial,Kharif,1115,26,64,7,294,27,207,Cotton
Hingoli,Black,Zaid,895,30,52,7,342,32,238,Soybean
Yavatmal,Black,Rabi,955,30,49,7,231,37,295,Wheat
Mumbai City,Laterite,Rabi,1379,30,69,7,222,37,293,Tur
Ahmednagar,Laterite,Zaid,1323,26,70,7,291,21,124,Soybean
Sangli,Alluvial,Rabi,901,25,51,7,245,23,217,Soybean
Ratnagiri,Laterite,Rabi,1116,20,74,7,213,28,257,Tur
Amravati,Sandy,Zaid,926,35,66,7,272,15,211,Maize
Sindhudurg,Laterite,Rabi,603,23,53,6,207,24,128,Soybean
Pune,Alluvial,Zaid,1343,30,50,7,383,28,210,Rice
Chandrapur,Sandy,Kharif,1230,30,68,7,305,11,283,Cotton
Chandrapur,Red,Kharif,719,21,52,7,261,32,198,Rice
Pune,Black,Zaid,1298,21,66,6,345,37,127,Tur
Chandrapur,Laterite,Rabi,396,28,79,7,309,24,312,Maize
Dhule,Laterite,Zaid,855,28,37,7,275,34,278,Soybean
Aurangabad,Sandy,Zaid,640,23,49,8,339,17,264,Soybean
Nanded,Sandy,Kharif,968,35,27,7,325,19,252,Rice
Latur,Alluvial,Rabi,941,30,57,7,307,37,237,Cotton
Satara,Sandy,Rabi,1165,33,67,6,253,25,293,Cotton
Palghar,Sandy,Rabi,1207,31,66,7,285,19,123,Cotton
Mumbai City,Black,Kharif,763,23,65,7,247,36,252,Sugarcane
Parbhani,Black,Kharif,690,29,76,8,307,20,98,Soybean
Thane,Red,Rabi,1112,23,83,8,325,31,292,Cotton
Washim,Black,Rabi,1139,31,76,7,308,27,235,Sugarcane
Nashik,Laterite,Rabi,47,28,96,7,267,39,168,Wheat
Dhule,Black,Rabi,1462,21,83,6,217,34,236,Maize
Sindhudurg,Laterite,Kharif,975,23,57,8,305,17,249,Tur
Palghar,Black,Kharif,1007,31,82,5,231,16,235,Rice
Gondia,Red,Rabi,937,28,54,7,217,50,225,Tur
Mumbai City,Red,Zaid,704,24,48,7,236,29,277,Cotton
Amravati,Black,Zaid,915,23,69,7,281,18,195,Rice
Wardha,Red,Zaid,1137,24,59,6,255,35,261,Rice
Mumbai Suburban,Black,Zaid,804,31,47,7,302,29,230,Tur
Latur,Sandy,Rabi,327,36,53,7,362,19,216,Rice
Gondia,Alluvial,Rabi,1091,29,77,7,229,22,274,Cotton
Mumbai City,Red,Rabi,1003,35,67,6,273,11,149,Sugarcane
Osmanabad,Red,Kharif,1151,28,54,8,337,36,205,Wheat
Nagpur,Black,Rabi,1339,31,53,7,312,27,188,Wheat
Ahmednagar,Sandy,Zaid,908,25,76,6,311,33,221,Cotton
Beed,Alluvial,Zaid,801,33,53,7,277,44,237,Soybean
Solapur,Red,Rabi,865,27,55,7,211,16,209,Wheat
Ratnagiri,Laterite,Rabi,688,22,54,6,265,26,200,Tur
Nagpur,Alluvial,Rabi,517,28,65,7,354,20,225,Wheat
Ahmednagar,Sandy,Rabi,890,33,75,7,387,18,301,Sugarcane
Buldhana,Red,Zaid,144,28,77,7,288,41,223,Rice
Thane,Alluvial,Zaid,259,34,48,7,273,15,221,Cotton
Jalna,Laterite,Rabi,767,19,83,9,312,36,197,Soybean
Sangli,Alluvial,Zaid,988,27,51,6,294,10,258,Rice
Osmanabad,Red,Zaid,496,30,71,7,330,36,271,Soybean
Nagpur,Alluvial,Rabi,1477,25,82,7,263,21,183,Cotton
Akola,Black,Kharif,1044,26,68,7,229,29,242,Soybean
Mumbai City,Black,Kharif,936,34,74,6,207,27,296,Tur
Raigad,Black,Rabi,1326,25,58,8,178,35,281,Sugarcane
Sangli,Sandy,Kharif,1071,23,82,7,297,33,200,Soybean
Jalna,Laterite,Zaid,1242,25,91,6,243,37,181,Maize
Akola,Sandy,Kharif,811,26,72,5,251,21,157,Tur
Gadchiroli,Red,Kharif,1038,29,63,7,246,27,150,Soybean
Palghar,Laterite,Kharif,649,28,76,7,301,27,205,Wheat
Jalna,Laterite,Rabi,1264,28,39,7,266,35,238,Cotton
Jalgaon,Black,Zaid,963,33,72,7,289,4,181,Soybean
Sangli,Red,Kharif,960,35,38,7,272,31,114,Maize
Raigad,Laterite,Rabi,1304,28,55,8,321,27,230,Wheat
Pune,Sandy,Zaid,530,27,71,7,257,21,190,Tur
Pune,Alluvial,Rabi,1336,30,79,7,240,21,218,Cotton
Palghar,Sandy,Rabi,1164,21,61,7,272,14,131,Wheat
Wardha,Alluvial,Rabi,695,26,81,6,250,15,207,Maize
Satara,Sandy,Kharif,1240,28,78,8,249,33,196,Tur
Chandrapur,Sandy,Zaid,846,27,64,7,308,19,115,Sugarcane
Thane,Laterite,Kharif,429,27,69,7,259,20,208,Soybean
Ratnagiri,Alluvial,Kharif,1278,31,15,7,301,25,286,Sugarcane
Ratnagiri,Sandy,Kharif,562,26,40,6,233,20,216,Cotton
Sindhudurg,Red,Rabi,684,29,70,7,314,37,253,Maize
Ahmednagar,Sandy,Rabi,930,22,56,7,274,5,104,Sugarcane
Gadchiroli,Sandy,Rabi,1772,33,77,6,287,21,281,Rice
Raigad,Red,Kharif,1311,29,48,6,276,40,333,Rice
Thane,Laterite,Zaid,1491,31,65,7,213,6,101,Sugarcane
Sindhudurg,Black,Rabi,846,26,67,6,278,25,180,Soybean
Nagpur,Alluvial,Zaid,686,40,65,7,233,12,188,Wheat
Ahmednagar,Red,Zaid,863,23,35,7,231,20,283,Cotton
Bhandara,Alluvial,Rabi,1250,31,74,7,240,27,256,Tur
Mumbai Suburban,Alluvial,Kharif,1303,23,59,7,338,28,220,Cotton
Jalna,Laterite,Rabi,940,26,48,8,236,39,166,Rice
Nagpur,Black,Zaid,1394,28,64,6,329,25,252,Sugarcane
Bhandara,Red,Kharif,1197,17,88,7,301,23,237,Cotton
Ratnagiri,Sandy,Zaid,942,23,85,7,306,21,201,Wheat
Ahmednagar,Laterite,Zaid,847,33,91,7,328,43,243,Maize
Dhule,Sandy,Kharif,1450,24,57,7,338,28,188,Maize
Mumbai Suburban,Laterite,Rabi,743,24,74,7,275,21,242,Cotton
Sangli,Sandy,Rabi,400,22,32,7,327,30,253,Sugarcane
Jalna,Red,Zaid,474,16,47,7,271,16,194,Rice
Akola,Alluvial,Kharif,413,31,65,7,278,28,233,Tur
Akola,Alluvial,Kharif,759,25,70,8,290,17,164,Rice
Parbhani,Alluvial,Zaid,539,23,57,8,237,2,202,Maize
Washim,Laterite,Kharif,1369,31,83,7,278,15,198,Wheat
Dhule,Laterite,Zaid,647,24,59,7,322,23,279,Maize
Jalgaon,Laterite,Zaid,862,24,64,8,242,19,161,Cotton
Ahmednagar,Red,Kharif,825,23,43,6,250,22,234,Cotton
Sangli,Laterite,Zaid,963,26,73,7,312,17,232,Rice
Nagpur,Laterite,Kharif,890,28,44,7,349,23,175,Maize
Nanded,Alluvial,Kharif,1090,28,73,7,231,25,253,Maize
Nandurbar,Black,Rabi,770,29,89,7,195,31,231,Cotton
Solapur,Black,Zaid,1034,30,56,7,293,39,193,Maize
Mumbai Suburban,Alluvial,Kharif,420,27,65,7,303,18,178,Maize
Satara,Sandy,Zaid,952,34,66,7,310,34,223,Sugarcane
Nanded,Black,Rabi,969,25,42,7,259,30,161,Soybean
Bhandara,Red,Zaid,1017,21,62,6,251,12,196,Rice
Ratnagiri,Alluvial,Zaid,763,34,41,7,124,21,287,Maize
Latur,Laterite,Rabi,841,35,79,7,261,17,259,Wheat
Yavatmal,Laterite,Zaid,1127,25,82,6,282,18,231,Soybean
Mumbai City,Laterite,Zaid,1114,20,67,7,324,23,314,Sugarcane
Amravati,Laterite,Rabi,1097,32,70,7,290,31,238,Soybean
Mumbai City,Laterite,Rabi,877,27,89,8,254,22,157,Cotton
Chandrapur,Laterite,Kharif,991,29,69,7,363,37,173,Tur
Dhule,Red,Rabi,974,28,59,7,271,14,184,Sugarcane
Nandurbar,Red,Kharif,950,35,76,7,241,19,166,Soybean
Bhandara,Red,Kharif,1035,27,59,7,209,24,213,Sugarcane
Washim,Red,Zaid,1091,34,54,7,281,28,204,Tur
Gondia,Red,Zaid,919,28,69,7,333,23,201,Tur
Ratnagiri,Laterite,Kharif,762,20,35,6,278,19,196,Rice
Sindhudurg,Black,Kharif,714,30,66,6,231,35,242,Rice
Dhule,Red,Rabi,1120,29,34,7,229,27,290,Soybean
Dhule,Laterite,Rabi,1215,29,80,7,328,39,250,Wheat
Aurangabad,Alluvial,Zaid,1116,37,76,8,201,16,223,Soybean
Akola,Sandy,Rabi,1005,35,50,7,234,24,207,Cotton
Akola,Red,Kharif,828,28,66,6,328,38,250,Tur
Nagpur,Red,Kharif,1360,28,44,7,284,39,269,Wheat
Raigad,Alluvial,Zaid,810,30,88,7,300,11,212,Tur
Osmanabad,Black,Kharif,1094,28,69,7,221,0,202,Wheat
Sindhudurg,Laterite,Kharif,1086,30,81,7,261,17,242,Rice
Wardha,Black,Rabi,798,36,80,6,246,23,131,Cotton
Bhandara,Laterite,Rabi,460,33,90,6,317,37,193,Tur
Nanded,Black,Kharif,619,29,72,7,307,28,226,Rice
Nandurbar,Sandy,Zaid,1555,19,43,7,269,23,254,Cotton
Solapur,Red,Rabi,1468,21,73,7,258,26,229,Rice
Jalgaon,Sandy,Zaid,1084,23,75,6,178,28,252,Maize
Raigad,Sandy,Kharif,1071,36,52,6,236,37,221,Tur
Latur,Sandy,Zaid,1208,29,66,7,319,22,215,Cotton
Raigad,Laterite,Zaid,1313,34,76,7,277,37,196,Soybean
Jalna,Black,Rabi,1310,25,90,7,256,23,226,Maize
Ahmednagar,Red,Zaid,895,33,55,7,287,21,163,Soybean
Mumbai Suburban,Red,Kharif,908,31,75,7,258,9,238,Cotton
Latur,Black,Rabi,404,24,73,6,337,7,253,Rice
Sangli,Laterite,Kharif,1021,28,47,7,273,28,207,Cotton
Hingoli,Sandy,Zaid,1133,28,72,7,265,22,186,Soybean
Washim,Laterite,Rabi,1335,25,60,6,207,33,223,Maize
Osmanabad,Red,Kharif,599,30,56,8,253,19,152,Rice
Yavatmal,Red,Kharif,1175,27,79,8,271,22,221,Sugarcane
Wardha,Sandy,Kharif,745,23,58,7,297,29,226,Rice
Jalgaon,Sandy,Kharif,871,34,62,6,239,25,283,Wheat
Aurangabad,Red,Kharif,1357,28,71,8,301,37,262,Maize
Nashik,Sandy,Zaid,1015,24,52,7,225,20,202,Maize
Raigad,Sandy,Zaid,910,24,82,6,297,27,323,Soybean
Chandrapur,Alluvial,Zaid,704,27,55,7,322,23,181,Sugarcane
Mumbai City,Sandy,Kharif,753,31,69,7,284,10,276,Soybean
Sangli,Red,Zaid,681,35,66,7,235,30,276,Maize
Sindhudurg,Alluvial,Rabi,872,27,44,6,244,24,287,Soybean
Latur,Black,Kharif,841,27,64,7,191,39,180,Rice
Dhule,Red,Rabi,566,30,56,7,326,14,184,Sugarcane
Dhule,Sandy,Rabi,771,29,66,7,221,25,238,Wheat
Sindhudurg,Red,Rabi,766,42,50,7,329,29,220,Maize
Wardha,Laterite,Rabi,1101,24,92,7,208,34,190,Maize
Buldhana,Alluvial,Kharif,971,25,48,6,329,19,203,Wheat
Beed,Laterite,Zaid,1682,29,62,7,230,17,121,Sugarcane
Pune,Laterite,Rabi,1027,25,76,6,313,16,237,Wheat
Jalna,Black,Rabi,1034,23,61,6,254,14,197,Tur
Sindhudurg,Laterite,Kharif,824,32,61,8,275,39,220,Cotton
Bhandara,Black,Rabi,1268,25,28,5,201,35,311,Tur
Jalgaon,Black,Rabi,1214,32,25,7,288,29,180,Cotton
Mumbai City,Black,Zaid,720,35,66,7,282,26,200,Tur
Buldhana,Laterite,Kharif,771,24,51,6,281,37,159,Maize
Parbhani,Red,Rabi,1076,33,62,6,265,17,204,Maize
Nagpur,Red,Rabi,397,31,65,7,261,23,195,Soybean
Nanded,Sandy,Rabi,1163,20,47,7,337,34,184,Soybean
Chandrapur,Alluvial,Zaid,906,23,68,7,250,25,208,Wheat
Akola,Black,Zaid,1041,31,53,8,246,23,280,Wheat
Mumbai Suburban,Sandy,Rabi,802,27,85,8,305,17,207,Maize
Kolhapur,Alluvial,Rabi,1333,34,77,8,317,27,255,Rice
Buldhana,Sandy,Rabi,902,22,55,6,323,17,220,Wheat
Sindhudurg,Laterite,Zaid,831,27,78,7,309,23,233,Wheat
Nashik,Alluvial,Rabi,1247,24,85,7,237,34,231,Soybean
Nandurbar,Red,Zaid,1445,34,78,7,325,6,234,Wheat
Chandrapur,Alluvial,Rabi,898,23,72,6,417,7,213,Maize
Jalna,Red,Rabi,871,22,58,7,276,25,208,Tur
Nandurbar,Sandy,Kharif,736,31,79,8,324,41,228,Rice
Palghar,Red,Zaid,347,22,49,7,297,17,296,Cotton
Ahmednagar,Red,Rabi,835,32,62,6,349,26,268,Soybean
Palghar,Laterite,Kharif,1467,31,53,6,350,33,240,Soybean
Aurangabad,Alluvial,Zaid,-47,32,49,7,243,40,282,Wheat
Washim,Sandy,Rabi,528,26,49,7,359,17,250,Cotton
Gondia,Laterite,Rabi,374,26,61,6,348,29,227,Cotton
Ahmednagar,Red,Kharif,796,22,68,7,279,32,243,Sugarcane
Wardha,Laterite,Rabi,450,25,66,7,304,26,301,Maize
Gondia,Laterite,Zaid,945,37,53,6,292,27,190,Tur
Jalgaon,Black,Zaid,532,23,69,6,281,25,129,Wheat
Nagpur,Alluvial,Zaid,346,32,77,6,286,17,229,Soybean
Parbhani,Laterite,Rabi,1116,26,83,7,285,19,294,Rice
Osmanabad,Red,Kharif,916,27,41,6,279,31,289,Cotton
Dhule,Sandy,Rabi,1182,21,78,7,335,38,278,Soybean
Wardha,Alluvial,Rabi,685,33,63,7,208,36,252,Cotton
Yavatmal,Red,Rabi,1268,25,100,7,185,19,155,Wheat
Wardha,Sandy,Rabi,740,31,55,6,316,23,200,Tur
Buldhana,Sandy,Rabi,1629,31,55,6,203,24,253,Sugarcane
Kolhapur,Red,Zaid,1126,19,76,6,266,9,144,Soybean
Kolhapur,Sandy,Zaid,646,30,49,7,281,3,203,Wheat
Thane,Black,Rabi,1339,32,79,7,269,8,168,Sugarcane
Buldhana,Red,Kharif,640,32,48,8,284,32,253,Cotton
Mumbai City,Black,Rabi,1500,27,42,7,273,28,241,Rice
Mumbai City,Sandy,Rabi,1171,29,68,8,364,47,213,Cotton
Bhandara,Black,Rabi,849,30,87,6,185,22,205,Rice
Jalgaon,Laterite,Rabi,1347,38,66,7,238,29,194,Tur
Jalgaon,Black,Zaid,868,32,41,7,223,28,179,Soybean
